"","StudyID","ID1","ID2","Midtest","Posttest","Condition","CognitiveSupports","AffectiveECD","AffectivePOT","Progress","Duration (in seconds)","Finished","RecordedDate","Age","Sex","American Indian or Alaska Native","Asian","Black or African American","Hispanic","Native Hawaiian or Pacific Islander","White","Other (enter)","Prefer not to say","Other_TEXT","Gaming","Physics","A-NQ1","A-NQ2","A-NQ3","A-NQ4","A-NQ5","A-NQ6","A-NQ7","A-NQ8","A-NQ9","A-NQ10","A-NQ11","A-NQ12","A-NQ13","A-NQ14","A-FQ1","A-FQ2","A-FQ3","A-FQ4","A-FQ5","A-FQ6","A-FQ7","A-FQ8","A-FQ9","A-FQ10","A-FQ11","A-FQ12","A-FQ13","A-FQ14","SC0","Gender","Ethnicity","A-NQ1_scored","A-NQ2_scored","A-NQ3_scored","A-NQ4_scored","A-NQ5_scored","A-NQ6_scored","A-NQ7_scored","A-NQ8_scored","A-NQ9_scored","A-NQ10_scored","A-NQ11_scored","A-NQ12_scored","A-NQ13_scored","A-NQ14_scored","A-FQ1_scored","A-FQ2_scored","A-FQ3_scored","A-FQ4_scored","A-FQ5_scored","A-FQ6_scored","A-FQ7_scored","A-FQ8_scored","A-FQ9_scored","A-FQ10_scored","A-FQ11_scored","A-FQ12_scored","A-FQ13_scored","A-FQ14_scored","NearECT","FarECT","NearPOT","FarPOT","Near","Far","ECT","POT","PhysicsScore","Progress.ect","Duration (in seconds).ect","Finished.ect","RecordedDate.ect","IMI_1","IMI_2","IMI_3","IMI_4","IMI_5","IMI_6","IMI_7","IMI_8","IMI_9","IMI_10","IMI_11","IMI_12","IMI_13","IMI_14","IMI_15","IMI_16","IMI_17","IMI_18","A-NQ1.ect","A-NQ2.ect","A-NQ3.ect","A-NQ4.ect","A-NQ5.ect","A-NQ6.ect","A-NQ7.ect","A-NQ8.ect","A-NQ12.ect","A-NQ13.ect","A-NQ14.ect","A-FQ1.ect","A-FQ2.ect","A-FQ3.ect","A-FQ4.ect","A-FQ5.ect","A-FQ6.ect","A-FQ7.ect","A-FQ8.ect","Q90","Q74","PA1","PA2","PA3","PA4","PA5","PA6","PA7","SC0.ect","A-NQ1_scored.ect","A-NQ2_scored.ect","A-NQ3_scored.ect","A-NQ4_scored.ect","A-NQ5_scored.ect","A-NQ6_scored.ect","A-NQ7_scored.ect","A-NQ8_scored.ect","A-NQ12_scored.ect","A-NQ13_scored.ect","A-NQ14_scored.ect","A-FQ1_scored.ect","A-FQ2_scored.ect","A-FQ3_scored.ect","A-FQ4_scored.ect","A-FQ5_scored.ect","A-FQ6_scored.ect","A-FQ7_scored.ect","A-FQ8_scored.ect","NearECTpost","FarECTpost","ECTpost","IMI","IMI_Enj","IMI_Eng","IMI_PC","IMI_Effort","IMI_Frust","IMI_Value","PA","Progress.pot","Duration (in seconds).pot","Finished.pot","RecordedDate.pot","IMI_1.pot","IMI_2.pot","IMI_3.pot","IMI_4.pot","IMI_5.pot","IMI_6.pot","IMI_7.pot","IMI_8.pot","IMI_9.pot","IMI_10.pot","IMI_11.pot","IMI_12.pot","IMI_13.pot","IMI_14.pot","IMI_15.pot","IMI_16.pot","IMI_17.pot","IMI_18.pot","A-NQ9.pot","A-NQ10.pot","A-NQ11.pot","A-NQ12.pot","A-NQ13.pot","A-NQ14.pot","A-FQ9.pot","A-FQ10.pot","A-FQ11.pot","A-FQ12.pot","A-FQ13.pot","A-FQ14.pot","Q90.pot","Q74.pot","PA1.pot","PA2.pot","PA3.pot","PA4.pot","PA5.pot","PA6.pot","PA7.pot","SC0.pot","A-NQ9_scored.pot","A-NQ10_scored.pot","A-NQ11_scored.pot","A-NQ12_scored.pot","A-NQ13_scored.pot","A-NQ14_scored.pot","A-FQ9_scored.pot","A-FQ10_scored.pot","A-FQ11_scored.pot","A-FQ12_scored.pot","A-FQ13_scored.pot","A-FQ14_scored.pot","NearPOTpost","FarPOTpost","POTpost","IMI.pot","IMI_Enj.pot","IMI_Eng.pot","IMI_PC.pot","IMI_Effort.pot","IMI_Frust.pot","IMI_Value.pot","PA.pot"
"81","C1225","197cd1","197cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1389,1,2022-11-28 17:49:19,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Never","Yes","C","B","A","B","D","A","D","D","A","A","B","D","B","D","A","A","A","C","B","B","A","B","B","B","A","C","C","B",14,"Female","White",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,5,1,5,2,10,6,6,12,100,835,1,2022-11-30 18:07:09,5,5,7,7,6,5,5,7,5,7,7,7,7,2,4,5,7,7,"D","B","B","B","C","A","D","D","B","B","B","B","A","B","C","B","B","A","B",NA,4,2,2,2,1,0,3,2,10,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,3,4,7,105,10,20,22,28,11,14,12,100,448,1,2022-12-02 18:00:56,6,6,7,7,6,4,4,7,5,7,7,7,7,3,4,3,6,7,"A","C",NA,"B","B","B","B","A","A","A","C","B",NA,4,2,2,2,1,1,2,2,9,0,1,0,1,0,1,1,0,1,0,1,1,3,3,6,103,12,20,20,28,10,13,12
"82","C1269","146cd1","146cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1230,1,2022-11-28 17:47:00,14,"Male",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","C","B","B","B","D","B","B","B","B","B","C","B","B","A","C","B","C","A","B","B","B","B","D","C","A",14,"Male","Black or African American",1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,4,4,3,3,7,7,8,6,14,100,745,1,2022-11-30 18:05:23,7,7,7,7,7,7,6,5,7,7,7,7,7,2,3,4,7,7,"A","B","C","A","A","A","B","A","B","B","B","A","C","C","C","B","C","B","B","146cd1",4,1,2,2,1,1,0,3,13,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,5,4,9,111,14,21,25,28,9,14,10,100,465,1,2022-12-02 18:01:25,7,7,7,7,7,7,6,6,7,7,7,7,7,1,3,5,7,7,"B","C",NA,"B","A","B","C","B","A","B","C","A","C1269",4,1,3,1,2,1,0,3,8,1,1,0,1,1,1,0,1,1,1,1,0,3,3,6,112,14,21,26,28,9,14,11
"83","D1292","242dd1","242dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1518,1,2022-11-28 19:45:18,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","D","A","C","A","D","A","B","C","D","B","B","B","A","C","B","C","B","B","A","B","B","B","A","C","B","B",21,"Female","White",1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,5,5,4,4,9,9,10,8,18,100,652,1,2022-12-02 19:47:44,5,5,6,6,4,4,4,6,5,6,6,6,6,1,1,2,3,4,"A","B","B","A","C","A","B","A","B","B","B","A","A","C","C","B","B","A","B","D1292",5,NA,NA,NA,NA,NA,NA,NA,16,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,7,6,13,80,10,16,19,24,4,7,0,100,487,1,2022-11-30 19:49:53,4,4,7,7,4,4,4,3,4,7,7,7,7,1,1,1,3,4,"B","C",NA,"B","B","C","B","B","A","C","C","A","D1292",4,2,3,3,2,2,2,4,9,1,1,0,1,0,0,1,1,1,0,1,0,4,5,9,79,8,18,15,28,3,7,18
"84","A1315","060ad1","060ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,833,1,2022-11-28 16:10:31,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","A","D","C","B","B","D","A","A","C","B","D","C","D","C","B","A","B","C","B","B","C","C","A","B","C","B",11,"Female","White",1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,4,2,1,4,5,6,6,5,11,100,658,1,2022-11-30 16:31:37,1,1,1,1,1,1,1,3,1,3,6,5,4,1,1,1,1,1,"A","B","B","C","C","A","A","C","A","B","B","A","B","C","D","B","B","D","A","A1315",4,2,2,2,3,3,3,2,10,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,4,5,9,34,2,3,6,18,3,2,17,100,432,1,2022-12-02 16:28:27,1,1,1,1,1,1,1,1,1,4,6,4,6,1,1,1,1,1,"C","A",NA,"C","C","D","C","C","B","B","B","B","A1315",4,2,2,2,3,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,9,34,2,3,4,20,3,2,17
"85","C1326","162cd1","162cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1553,1,2022-11-28 16:22:05,13,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","C","D","C","B","D","A","B","D","B","B","B","B","A","C","A","C","B","A","A","B","B","B","B","B","C","A",17,"Female","Black or African American",1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,4,4,4,4,8,8,8,8,16,100,1088,1,2022-11-30 16:38:47,5,5,3,7,5,4,2,2,1,6,6,6,6,1,1,1,4,4,"A","B","C","A","C","B","B","A","B","B","B","A","C","A","C","B","A","B","B","C1326",4,2,2,2,4,3,2,5,13,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,6,3,9,69,10,15,9,24,3,8,20,100,559,1,2022-12-02 16:30:26,3,4,3,5,6,1,1,3,1,5,5,4,5,1,1,1,3,5,"B","D","A","B","A","B","B","B","B","B","C","B","C1326",4,2,2,4,4,3,2,5,7,1,0,0,1,1,1,1,1,0,1,1,1,2,2,4,57,7,14,6,19,3,8,22
"86","F1337","357fd1","357fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,563,1,2022-11-28 16:05:45,13,"Male",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","B","A","B","B","A","A","C","C","B","A","B","B","A","B","B","C","C","B","B","A","B","C","B","B","B","C","C","A",13,"Male","Mixed",0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,3,5,3,6,6,4,8,12,100,371,1,2022-11-30 16:26:59,4,1,4,7,1,4,1,1,1,7,1,7,6,7,1,1,2,1,"A","B","B","B","C","A","B","B","B","A","A","A","B","C","B","B","C","C","B","f1337",4,2,5,2,2,2,3,1,11,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,5,6,11,57,5,12,7,21,9,3,17,100,291,1,2022-12-02 16:25:01,5,6,5,7,4,1,1,1,4,3,4,7,7,7,1,7,7,1,"B","A","A","B","A","B","B","A","A","B","B","A","F1337",4,5,2,2,0,1,2,2,5,1,0,0,1,1,1,1,0,1,1,0,0,2,3,5,78,11,16,7,21,15,8,14
"87","A1348","068ad1","068ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1665,1,2022-11-28 16:27:55,14,"Male",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","B","A","C","A","B","A","B","C","A","B","B","B","B","C","C","D","B","B","D","C","B","B","A","A","B","B",20,"Male","Mixed",1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,7,3,4,4,11,7,10,8,18,100,553,1,2022-11-30 16:29:50,6,6,6,6,5,6,5,5,6,5,6,6,6,4,5,5,5,4,"A","B","B","A","C","A","B","A","B","B","B","A","C","B","B","B","B","A","C","A1348",4,2,1,1,2,1,2,2,16,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,7,5,12,97,12,17,22,23,14,9,11,100,352,1,2022-12-02 16:33:05,6,6,7,7,6,6,6,6,6,6,6,7,7,3,6,4,6,6,"B","C",NA,"B","B","B","B","B","A","D","B","B","A1348",4,2,2,2,2,1,2,3,10,1,1,0,1,0,1,1,1,1,0,0,1,3,2,5,107,12,20,24,26,13,12,14
"88","A1360","038ad1","038ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,926,1,2022-11-28 14:24:10,12,"Female",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","B","A","A","C","B","A","A","C","B","B","D","B","B","C","B","C","C","A","A","B","B","C","A","C","C","B",19,"Female","Mixed",1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,7,2,4,4,11,6,9,8,17,100,575,1,2022-11-30 14:43:32,6,6,7,7,6,4,4,6,5,6,7,6,7,2,5,5,5,6,"A","A","A","A","C","C","B","A","B","D","B","A","C","C","C","A","C","B","B","A1360",4,2,2,2,2,2,1,3,12,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,6,3,9,100,12,20,19,26,12,11,14,100,608,1,2022-12-02 14:40:49,6,6,7,7,6,5,4,5,5,7,7,7,7,2,6,4,7,6,"B","C",NA,"B","D","B","B","C","A","A","C","A","A1360",4,2,1,2,1,1,0,3,7,1,1,0,1,0,1,1,0,1,0,1,0,5,3,8,104,12,20,19,28,12,13,10
"89","D1371","261dd1","261dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1538,1,2022-11-28 14:33:21,13,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","C","C","C","C","B","A","B","C","C","B","B","B","A","C","C","D","B","B","A","B","C","B","A","B","C","B",22,"Female","Mixed",1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,6,6,4,5,10,11,12,9,21,100,529,1,2022-12-02 14:39:16,7,7,6,7,5,5,6,6,5,5,6,6,6,6,5,4,6,5,"A","B","C","C","C","A","B","A","B","B","B","A","C","C","B","B","B","A","C","D1371",4,2,4,1,3,3,2,5,15,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,5,6,11,103,14,18,22,23,15,11,20,100,492,1,2022-11-30 14:42:25,6,5,5,5,4,4,2,5,3,4,5,3,4,4,4,4,4,5,"B","C",NA,"B","B","B","C","B","A","C","C","B","D1371",4,3,4,1,2,4,3,4,11,1,1,0,1,0,1,0,1,1,0,1,1,5,2,7,76,11,14,14,16,12,9,21
"90","F1382","368fd1","368fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1585,1,2022-11-28 16:27:17,16,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Never","No","C","B","B","C","A","C","D","A","C","D","C","B","D","B","B","A","B","C","C","C","A","A","C","C","C","B","D","B",8,"Female","Black or African American",0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,2,2,6,3,5,4,9,100,582,1,2022-11-30 16:30:34,5,5,6,6,5,7,4,5,5,4,6,4,6,2,6,4,4,3,"A","B","B","C","A","C","A","A","B","D","A","B","C","B","C","B","C","B","B","F1382",4,2,3,3,2,2,2,2,9,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,5,2,7,87,10,17,21,20,12,7,16,100,333,1,2022-12-02 16:32:07,4,4,6,6,4,4,4,4,4,3,4,2,4,4,5,2,4,5,"B","D",NA,"B","D","B","D","B","B","C","D","B","F1382",4,3,3,3,2,2,2,3,7,1,0,0,1,0,1,0,1,0,0,0,1,5,5,10,73,8,16,16,13,11,9,18
"91","E1393","283ed1","283ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,1291,1,2022-11-28 16:21:46,14,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","B","A","B","A","A","B","B","B","A","B","A","B","D","C","A","C","A","D","B","A","A","B","B","B","C","C","C","A",13,"Male","White",0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,3,4,1,3,4,7,7,4,11,100,517,1,2022-12-02 16:35:01,5,6,7,7,6,6,6,6,3,6,7,6,6,6,7,7,6,3,"A","B","B","A","A","A","B","A","B","B","B","A","A","C","A","B","A","A","B",NA,4,1,2,2,0,0,3,3,14,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,6,5,11,106,11,20,21,25,20,9,11,100,477,1,2022-11-30 16:28:27,6,6,6,7,6,6,5,6,3,6,6,7,6,2,6,3,6,4,"B","B",NA,"B","B","B","B","B","A","A","C","A","E1393",4,3,2,2,0,1,0,3,8,1,0,0,1,0,1,1,1,1,0,1,0,5,3,8,97,12,19,20,25,11,10,11
"92","F1405","336fd1","336fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,779,1,2022-11-28 16:18:06,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","No","A","B","A","A","C","B","B","A","A","B","A","B","B","B","B","C","A","D","B","C","B","B","B","B","B","B","B","A",14,"Female","White",1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,6,2,2,3,8,5,8,5,13,100,466,1,2022-11-30 16:28:00,2,2,3,2,3,2,3,3,3,3,5,4,4,1,1,1,1,4,"A","B","B","A","C","C","C","A","B","A","B","A","B","B","B","B","C","A","B",NA,5,NA,NA,NA,NA,NA,NA,NA,14,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,7,6,13,47,4,8,11,16,3,5,0,100,403,1,2022-12-02 16:32:28,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,"B","C",NA,"B","B","B","B","B","A","B","B","A","F1405",5,NA,NA,NA,NA,NA,NA,NA,9,1,1,0,1,0,1,1,1,1,1,0,0,4,4,8,51,5,9,11,12,8,6,0
"93","D1438","252dd1","252dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1204,1,2022-11-28 16:19:55,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","B","A","C","A","B","A","B","C","D","B","B","B","A","C","B","C","B","C","A","B","A","B","C","B","C","B",20,"Female","White",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,7,4,4,4,11,8,11,8,19,100,438,1,2022-12-02 16:33:55,3,4,4,4,2,5,4,5,7,4,6,5,4,1,1,1,3,4,"A","B","B","A","C","B","B","A","B","B","B","A","C","B","C","B","C","A","B","D1438",4,2,5,2,2,2,3,3,15,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,7,4,11,67,7,10,21,19,3,7,19,100,365,1,2022-11-30 16:26:33,5,6,6,4,3,5,4,4,6,5,7,6,6,2,2,2,5,4,"B","C",NA,"B","B","B","B","B","A","C","C","B",NA,4,2,2,2,2,2,1,4,11,1,1,0,1,0,1,1,1,1,0,1,1,4,3,7,82,11,13,19,24,6,9,15
"94","F1449","378fd1","378fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1139,1,2022-11-28 16:19:17,14,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","C","A","C","A","B","A","B","C","B","D","A","B","A","C","A","B","B","C","B","B","C","B","C","C","C","B",19,"Male","White",1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,6,4,5,3,11,7,10,8,18,100,495,1,2022-11-30 16:29:06,5,5,6,6,2,5,4,5,6,4,6,7,5,2,4,4,4,4,"A","B","B","C","C","A","A","A","B","B","B","A","C","C","D","B","D","A","B",NA,4,3,4,2,2,2,1,5,14,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,5,5,10,84,10,14,20,22,10,8,19,100,338,1,2022-12-02 16:32:31,4,5,5,4,4,6,6,4,7,5,4,4,5,4,4,2,2,4,"B","C",NA,"B","B","B","C","B","A","C","C","B","F1449",4,1,3,2,1,1,2,5,11,1,1,0,1,0,1,0,1,1,0,1,1,3,3,6,79,9,13,23,18,10,6,15
"95","F1450","363fd1","363fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1218,1,2022-11-28 16:23:42,14,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Once a month or less","No","A","D","A","B","C","A","D","B","C","B","B","C","B","B","A","A","A","C","B","C","D","B","C","B","C","C","A","B",11,"Male","Mixed",1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,3,2,2,4,5,5,4,9,100,212,1,2022-11-30 16:33:55,7,7,7,7,2,5,7,7,4,7,5,7,7,5,1,7,7,4,"B","C","D","C","B","C","A","B","D","B","A","C","C","B","D","D","C","D","A",NA,4,3,2,2,3,2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,103,14,16,23,26,13,11,13,100,113,1,2022-12-02 16:33:30,2,6,1,1,1,7,5,7,2,7,5,7,4,6,1,4,7,5,"C","B",NA,"B","C","B","B","C","C","C","D","B",NA,4,2,3,3,1,3,0,4,5,0,0,0,1,0,1,1,0,0,0,0,1,0,3,3,78,8,3,21,23,11,12,16
"96","A1461","024ad1","024ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,727,1,2022-11-28 16:24:04,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","D","C","D","A","C","A","B","A","B","C","B","B","C","A","A","C","C","B","B","C","A","B","B","B","C","C","C","B",20,"Female","White",0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,4,6,4,4,8,10,10,8,18,100,670,1,2022-11-30 16:31:33,5,NA,5,7,5,3,3,4,4,5,7,4,5,3,4,3,4,5,"A","B","A","A","C","A","B","A","B","B","B","A","A","C","C","B","C","C","B","A1461",4,3,3,3,1,2,2,3,13,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,6,4,10,76,5,17,14,21,10,9,17,100,371,1,2022-12-02 16:34:12,4,4,5,5,4,3,3,4,4,4,5,5,5,3,4,3,4,4,"B","C","A","B","B","B","A","B","A","B","C","B","A1461",4,3,3,3,2,2,1,3,9,1,1,0,1,0,1,0,1,1,1,1,1,3,4,7,73,8,14,14,19,10,8,17
"97","F1528","387fd1","387fd2","ECT","POT","F",FALSE,FALSE,FALSE,97,2226,0,2022-11-28 17:53:37,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","A","A","A","B","B","A","B","D","A","B","A","B","B","B","B","D","B","A","B",NA,"B","C","B","A","B","A",10,"Female","White",1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,NA,1,0,0,0,0,0,5,2,4,1,9,3,7,5,12,100,624,1,2022-11-30 17:23:38,NA,7,7,7,6,6,2,6,6,5,4,4,6,4,6,4,5,5,"A","B","A","A","A","C","B","A","B","D","A","B","C","C","D","B","C","B","B",NA,5,NA,NA,NA,NA,NA,NA,NA,11,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,6,3,9,90,7,20,20,19,14,10,0,100,387,1,2022-12-02 17:26:51,6,NA,7,7,7,4,1,7,6,5,7,6,6,2,5,4,4,5,"A","D",NA,"B","D","D","B","C","B","A","B","A","F1528",5,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,1,0,0,0,0,0,1,4,5,89,6,21,18,24,11,9,0
"98","D1540","221dd1","221dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,921,1,2022-11-28 18:39:20,14,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","A","C","A","B","B","A","B","C","B","B","A","D","A","C","C","C","A","B","C","C","C","B","B","C","C","B",16,"Female","Mixed",1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4,3,5,3,9,6,7,8,15,100,559,1,2022-12-02 18:55:06,4,5,5,6,6,3,3,4,5,5,5,5,5,2,3,2,4,4,"A","B","A","A","C","D","B","A","B","B","B","A","C","C","C","B","B","D","B","D1540",4,1,2,2,4,0,1,2,15,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,6,5,11,76,9,17,15,20,7,8,12,100,375,1,2022-11-30 18:58:06,6,5,6,7,6,6,4,6,4,6,6,6,6,2,3,1,3,6,"B","C",NA,"B","C","B","B","B","A","C","C","B","D1540",4,2,2,2,0,0,3,3,11,1,1,0,1,0,1,1,1,1,0,1,1,4,3,7,89,11,19,20,24,6,9,12
"99","F1562","346fd1","346fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,941,1,2022-11-28 17:09:34,15,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","C","A","C","A","B","A","B","C","B","B","B","B","A","C","B","B","B","A","D","B","C","B","B","B","C","C",19,"Male","White",1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,6,4,5,3,11,7,10,8,18,100,520,1,2022-11-30 17:26:19,4,5,6,6,4,7,7,4,7,7,7,7,5,1,1,1,1,4,"B","B","A","A","C","B","B","B","A","D","C","A","A","D","C","B","B","D","B",NA,5,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,4,4,8,84,9,16,25,26,3,5,0,100,144,1,2022-12-02 17:22:54,7,7,5,7,7,7,7,7,1,7,7,7,6,4,5,1,7,4,"B","A",NA,"B","C","B","B","C","A","C","A","B",NA,5,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,1,0,1,1,0,1,0,0,1,4,2,6,103,14,19,22,27,10,11,0
"100","A1573","036ad1","036ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,915,1,2022-11-28 17:06:36,15,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","D","B","A","A","A","C","B","A","B","A","A","B","A","B","C","C","B","D","B","B","B","B","C","C","D","D","C","A",13,"Female","White",0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,5,3,4,1,9,4,8,5,13,100,558,1,2022-11-30 17:23:43,6,3,7,7,6,4,4,2,7,7,7,7,7,1,4,5,4,6,"D","B","B","A","A","B","B","A","B","B","B","A","C","B","B","B","B","C","B","A1573",4,2,2,2,4,4,4,5,14,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,5,5,10,94,9,20,17,28,10,10,23,100,233,1,2022-12-02 17:24:15,7,5,7,7,7,1,4,1,4,7,7,7,7,1,4,1,7,4,"B","A",NA,"B","B","B","A","A","B","B","C","B","A1573",5,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,1,0,1,0,0,0,1,1,1,3,5,8,88,12,21,10,28,6,11,0
